geneA,geneB,11893_2#33,11893_2#34,11893_2#35,11893_2#36,11893_2#40,11893_2#57,11940_1#35,5886_7#7,7712_6#19,7712_6#20,11439_1#96,11893_2#51,11893_2#52,11893_2#53,11893_2#55,11893_2#56,11893_2#58,4502_3#7,4502_3#8,5886_7#4,5886_8#4,5886_8#5,7688_1#89,7712_6#14,7978_7#3,9471_8#11,9471_8#12,9471_8#13,9471_8#27,9471_8#34,9471_8#38,9471_8#40,9471_8#41,9471_8#42,9471_8#44,9471_8#45,9471_8#46,9471_8#47,9471_8#48,9471_8#5,11893_2#45,11893_2#46,5886_7#6,9471_8#16,9471_8#19,9471_8#2,9471_8#20,9471_8#24,9471_8#25,9471_8#26,9471_8#35,9471_8#36,9471_8#4,9471_8#8,4502_3#4,4502_3#5,7688_1#86,7688_1#87,7688_1#88,7688_1#90,7712_6#1,7712_6#21,7969_8#34,7969_8#45,9471_8#17,9471_8#21,9471_8#22,9471_8#23,9471_8#29,9471_8#32,9471_8#33,9471_8#6,11893_2#47,11893_2#48,11893_2#49,11893_2#50,11893_2#59,11893_2#60,5886_6#6,5886_8#1,5886_8#6,9471_8#18,9471_8#30,9471_8#39,9471_8#7,SRR1965575,SRR1967894,SRR3049388,5886_7#3,5886_7#5,9471_8#3,9471_8#43,9471_8#9,11893_2#37,11940_1#36,5886_8#2,5886_8#3,7712_6#11,7712_6#12,7712_6#13,7712_6#15,7712_6#17,7712_6#18,7712_6#2,7712_6#22,7712_6#23,7712_6#24,7712_6#25,7712_6#26,7712_6#27,7712_6#28,7712_6#29,7712_6#3,7712_6#30,7712_6#31,7712_6#32,7712_6#33,7712_6#34,7712_6#35,7712_6#36,7712_6#37,7712_6#4,7712_6#5,7712_6#7,7712_6#8,7712_6#9,9471_8#14,9471_8#15,9471_8#28,11439_1#1,11439_1#2,11439_1#3,11439_1#4,11439_1#5,11439_1#6,11439_1#7,11439_1#8,11439_1#90,11439_1#91,11439_1#92,11439_1#93,11439_1#94,11439_1#95,11893_2#42,11940_1#39,7712_6#10,30073_1#10,30073_1#101,30073_1#105,30073_1#109,30073_1#113,30073_1#117,30073_1#121,30073_1#125,30073_1#129,30073_1#13,30073_1#133,30073_1#137,30073_1#149,30073_1#153,30073_1#158,30073_1#162,30073_1#166,30073_1#170,30073_1#174,30073_1#178,30073_1#18,30073_1#182,30073_1#187,30073_1#191,30073_1#195,30073_1#199,30073_1#2,30073_1#203,30073_1#206,30073_1#207,30073_1#21,30073_1#210,30073_1#211,30073_1#214,30073_1#215,30073_1#219,30073_1#223,30073_1#227,30073_1#231,30073_1#235,30073_1#239,30073_1#243,30073_1#26,30073_1#29,30073_1#319,30073_1#323,30073_1#327,30073_1#331,30073_1#335,30073_1#339,30073_1#34,30073_1#343,30073_1#347,30073_1#351,30073_1#355,30073_1#359,30073_1#363,30073_1#364,30073_1#368,30073_1#37,30073_1#372,30073_1#376,30073_1#380,30073_1#42,30073_1#45,30073_1#49,30073_1#5,30073_1#54,30073_1#57,30073_1#62,30073_1#65,30073_1#71,30073_1#74,30073_1#79,30073_1#82,30073_1#86,30073_1#89,30073_1#93,30073_1#97,Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7_v1
yecS_2,group_2747,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Diff_contigs,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
yecS_2,mleN,80,80,80,80,80,80,80,80,81,81,80,80,80,80,80,81,80,Diff_contigs,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,80,80,81,80,80,80,80,80,80,80,80,80,Diff_contigs,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,60,79,79,79,Diff_contigs,80,79,79,79,79,79,79,Diff_contigs,77,77,77,79,78,78,78,131,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,NA,78,78,78,78,78,79,79,80,80,80,80,80,80,80,79,80,79,80,79,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78
yecS_2,pdhR_4,94,94,94,94,94,94,94,94,95,95,94,94,94,94,94,95,94,Diff_contigs,95,94,94,94,94,94,94,93,94,141,94,94,141,94,94,94,94,94,94,94,94,94,94,95,94,94,95,94,94,94,94,94,94,94,94,94,Diff_contigs,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,78,93,97,92,Diff_contigs,Diff_contigs,97,97,93,95,97,97,Diff_contigs,94,94,94,98,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,NA,96,96,96,96,96,94,94,95,95,95,95,94,Diff_contigs,95,94,94,Diff_contigs,95,94,95,Diff_contigs,95,94,94,94,94,94,94,94,94,94,Diff_contigs,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,95,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,Diff_contigs,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,95,94,Diff_contigs,94,91
yecS_2,hyaB_1,97,97,97,97,97,97,97,97,98,98,97,97,97,97,97,98,97,Diff_contigs,98,97,97,97,97,97,97,96,97,144,97,97,144,97,97,97,97,97,97,97,97,97,97,98,97,97,98,97,97,97,97,97,97,97,97,97,Diff_contigs,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,82,97,101,96,Diff_contigs,Diff_contigs,101,101,97,99,101,101,Diff_contigs,97,97,97,101,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,99,99,99,99,99,97,97,98,98,98,98,97,Diff_contigs,98,97,97,Diff_contigs,98,97,98,Diff_contigs,98,97,97,97,97,97,97,97,97,97,Diff_contigs,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,Diff_contigs,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,97,Diff_contigs,97,94
yecS_2,hyaC_1,98,98,98,98,98,98,98,98,99,99,98,98,98,98,98,99,98,Diff_contigs,99,98,98,98,98,98,98,97,98,145,98,98,145,98,98,98,98,98,98,98,98,98,98,99,98,98,99,98,98,98,98,98,98,98,98,98,Diff_contigs,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,83,98,102,97,Diff_contigs,Diff_contigs,102,102,98,100,102,102,Diff_contigs,98,98,98,102,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100,100,100,100,98,98,99,99,99,99,98,Diff_contigs,99,98,98,Diff_contigs,99,98,99,Diff_contigs,99,98,98,98,98,98,98,98,98,98,Diff_contigs,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,Diff_contigs,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,98,Diff_contigs,98,95
yecS_2,hybD_2,99,99,99,99,99,99,99,99,100,100,99,99,99,99,99,100,99,Diff_contigs,100,99,99,99,99,99,99,98,99,146,99,99,146,99,99,99,99,99,99,99,99,99,99,100,99,99,100,99,99,99,99,99,99,99,99,99,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,84,99,103,98,Diff_contigs,Diff_contigs,103,103,99,101,103,103,Diff_contigs,99,99,99,103,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,NA,101,101,101,101,101,99,99,100,100,100,100,99,Diff_contigs,100,99,99,Diff_contigs,100,99,100,Diff_contigs,100,99,99,99,99,99,99,99,99,99,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,Diff_contigs,99,96
yecS_2,hyaE_1,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,102,101,Diff_contigs,102,101,101,101,101,101,101,100,101,148,101,101,148,101,101,101,101,101,101,101,101,101,101,102,101,101,102,101,101,101,101,101,101,101,101,101,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,86,101,105,100,Diff_contigs,Diff_contigs,105,105,101,103,105,105,Diff_contigs,101,101,101,105,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,NA,103,103,103,103,103,101,101,102,102,102,102,101,Diff_contigs,102,101,101,Diff_contigs,102,101,102,Diff_contigs,102,101,101,101,101,101,101,101,101,101,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,101,Diff_contigs,101,98
yecS_2,group_2771,103,103,103,103,103,103,103,103,104,104,103,103,103,103,103,104,103,Diff_contigs,104,103,103,103,103,103,103,102,103,150,103,103,150,103,103,103,103,103,103,103,103,103,103,104,103,103,104,103,103,103,103,103,103,103,103,103,Diff_contigs,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,88,Diff_contigs,107,102,Diff_contigs,Diff_contigs,107,107,103,105,107,107,Diff_contigs,103,103,103,107,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,NA,105,105,105,105,105,103,103,104,104,104,104,103,Diff_contigs,104,103,103,Diff_contigs,104,103,104,Diff_contigs,104,103,103,103,103,103,103,103,103,103,Diff_contigs,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,104,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,Diff_contigs,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,104,103,Diff_contigs,103,100
yecS_2,hypA_3,104,104,104,104,104,104,104,104,105,105,104,104,104,104,104,105,104,Diff_contigs,105,104,104,104,104,104,104,103,104,151,104,104,151,104,104,104,104,104,104,104,104,104,104,105,104,104,105,104,104,104,104,104,104,104,104,104,Diff_contigs,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,89,Diff_contigs,108,103,Diff_contigs,Diff_contigs,108,108,104,106,108,108,Diff_contigs,104,104,104,108,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,NA,106,106,106,106,106,104,104,105,105,105,105,104,Diff_contigs,105,104,104,Diff_contigs,105,104,105,Diff_contigs,105,104,104,104,104,104,104,104,104,104,Diff_contigs,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,Diff_contigs,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,104,Diff_contigs,104,101
yecS_2,ompC_1,105,105,105,105,105,105,105,105,106,106,105,105,105,105,105,106,105,Diff_contigs,106,105,105,105,105,105,105,104,105,152,105,105,152,105,105,105,105,105,105,105,105,105,105,106,105,105,106,105,105,105,105,105,105,105,105,105,Diff_contigs,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,90,Diff_contigs,109,104,Diff_contigs,Diff_contigs,109,109,105,107,109,109,Diff_contigs,105,105,105,109,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,NA,107,107,107,107,107,105,105,106,106,106,106,105,Diff_contigs,106,105,105,Diff_contigs,106,105,106,Diff_contigs,106,105,105,105,105,105,105,105,105,105,Diff_contigs,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,106,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,Diff_contigs,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,106,105,Diff_contigs,105,102
yecS_2,group_2774,107,107,107,107,107,107,107,107,108,108,107,107,107,107,107,108,107,Diff_contigs,108,107,107,107,107,107,107,106,107,154,107,107,154,107,107,107,107,107,107,107,107,107,107,108,107,107,108,107,107,107,107,107,107,107,107,107,Diff_contigs,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,92,Diff_contigs,111,106,Diff_contigs,Diff_contigs,111,111,107,109,111,111,Diff_contigs,107,107,107,111,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,NA,109,109,109,109,109,107,107,108,108,108,108,107,Diff_contigs,108,107,107,Diff_contigs,108,107,108,Diff_contigs,108,107,107,107,107,107,107,107,107,107,Diff_contigs,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,108,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,Diff_contigs,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,108,107,Diff_contigs,107,104
yecS_2,group_2775,108,108,108,108,108,108,108,108,109,109,108,108,108,108,108,109,108,Diff_contigs,109,108,108,108,108,108,108,107,108,155,108,108,155,108,108,108,108,108,108,108,108,108,108,109,108,108,109,108,108,108,108,108,108,108,108,108,Diff_contigs,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,93,Diff_contigs,112,107,Diff_contigs,Diff_contigs,112,112,108,110,112,112,Diff_contigs,108,108,108,112,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,NA,110,110,110,110,110,108,108,109,109,109,109,108,Diff_contigs,109,108,108,Diff_contigs,109,108,109,Diff_contigs,109,108,108,108,108,108,108,108,108,108,Diff_contigs,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,Diff_contigs,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,108,Diff_contigs,108,105
yecS_2,glsA,109,109,109,109,109,109,109,109,110,110,109,109,109,109,109,110,109,Diff_contigs,110,109,109,109,109,109,109,108,109,156,109,109,156,109,109,109,109,109,109,109,109,109,109,110,109,109,110,109,109,109,109,109,109,109,109,109,Diff_contigs,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,94,Diff_contigs,113,108,Diff_contigs,Diff_contigs,113,113,109,111,113,113,Diff_contigs,109,109,109,113,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,NA,111,111,111,111,111,109,109,110,110,110,110,109,Diff_contigs,110,109,109,Diff_contigs,110,109,110,Diff_contigs,110,109,109,109,109,109,109,109,109,109,Diff_contigs,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,110,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,Diff_contigs,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,110,109,Diff_contigs,109,106
yecS_2,sad_2,110,110,110,110,110,110,110,110,111,111,110,110,110,110,110,111,110,Diff_contigs,111,110,110,110,110,110,110,109,110,157,110,110,157,110,110,110,110,110,110,110,110,110,110,111,110,110,111,110,110,110,110,110,110,110,110,110,Diff_contigs,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,95,Diff_contigs,114,109,Diff_contigs,Diff_contigs,114,114,110,112,114,114,Diff_contigs,110,110,110,114,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,NA,112,112,112,112,112,110,110,111,111,111,111,110,Diff_contigs,111,110,110,Diff_contigs,111,110,111,Diff_contigs,111,110,110,110,110,110,110,110,110,110,Diff_contigs,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,111,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,Diff_contigs,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,111,110,Diff_contigs,110,107
yecS_2,group_544,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Diff_contigs,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
yecS_2,yjjL_2,92,92,92,92,92,92,92,92,93,93,92,92,92,92,92,93,92,Diff_contigs,93,92,92,92,92,92,92,91,92,139,92,92,139,92,92,92,92,92,92,92,92,92,92,93,92,92,93,92,92,92,92,92,92,92,92,92,Diff_contigs,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,76,91,95,90,Diff_contigs,Diff_contigs,95,95,91,93,95,95,Diff_contigs,92,92,92,96,90,90,90,143,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,NA,94,94,94,94,94,92,92,93,93,93,93,92,Diff_contigs,93,92,92,Diff_contigs,93,92,93,Diff_contigs,93,92,92,92,92,92,92,92,92,92,Diff_contigs,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,Diff_contigs,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,Diff_contigs,92,89
yecS_2,group_556,93,93,93,93,93,93,93,93,94,94,93,93,93,93,93,94,93,Diff_contigs,94,93,93,93,93,93,93,92,93,140,93,93,140,93,93,93,93,93,93,93,93,93,93,94,93,93,94,93,93,93,93,93,93,93,93,93,Diff_contigs,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,77,92,96,91,Diff_contigs,Diff_contigs,96,96,92,94,96,96,Diff_contigs,93,93,93,97,91,91,91,144,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,NA,95,95,95,95,95,93,93,94,94,94,94,93,Diff_contigs,94,93,93,Diff_contigs,94,93,94,Diff_contigs,94,93,93,93,93,93,93,93,93,93,Diff_contigs,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,Diff_contigs,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,Missing_in_one,93,Diff_contigs,93,90
yecS_2,pcpB,89,89,89,89,89,89,89,89,90,90,89,89,89,89,89,90,89,Diff_contigs,89,89,89,89,89,89,89,88,89,136,89,89,136,89,89,89,89,89,89,89,89,89,89,90,89,89,90,89,89,89,89,89,89,89,89,89,Diff_contigs,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,73,88,92,87,Diff_contigs,Diff_contigs,92,92,88,90,92,92,Diff_contigs,89,89,89,Missing_in_one,87,87,87,140,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,NA,91,91,91,91,91,89,89,90,90,90,90,90,Diff_contigs,90,89,89,Diff_contigs,90,89,90,88,90,89,89,89,89,89,89,89,89,89,Diff_contigs,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,Missing_in_one,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,Diff_contigs,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,Diff_contigs,89,86
yecS_2,tetA_1,90,90,90,90,90,90,90,90,91,91,90,90,90,90,90,91,90,Diff_contigs,90,90,90,90,90,90,90,89,90,137,90,90,137,90,90,90,90,90,90,90,90,90,90,91,90,90,91,90,90,90,90,90,90,90,90,90,Diff_contigs,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,74,89,93,88,Diff_contigs,Diff_contigs,93,93,89,91,93,93,Diff_contigs,90,90,90,94,88,88,88,141,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,NA,92,92,92,92,92,90,90,91,91,91,91,Missing_in_one,Diff_contigs,91,90,90,Diff_contigs,91,90,91,Missing_in_one,91,90,90,90,90,90,90,90,90,90,Diff_contigs,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,Diff_contigs,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,Diff_contigs,90,87
fliY_1,sseJ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Diff_contigs,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
fliY_1,frmR,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Diff_contigs,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
fliY_1,group_1218,87,87,87,87,87,87,87,87,88,88,87,87,87,87,87,88,87,Diff_contigs,87,87,87,87,87,87,87,86,87,134,87,87,134,87,87,87,87,87,87,87,87,87,87,88,87,87,88,87,87,87,87,87,87,87,87,87,Diff_contigs,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,71,86,90,85,Diff_contigs,Diff_contigs,90,90,86,88,90,90,Diff_contigs,87,87,87,90,85,85,85,138,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,NA,89,89,89,89,89,87,87,88,88,88,88,88,Diff_contigs,88,87,87,Diff_contigs,88,87,88,86,88,87,87,87,87,87,87,87,87,87,Diff_contigs,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,Diff_contigs,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,Diff_contigs,87,84
fliY_1,group_1221,99,99,99,99,99,99,99,99,100,100,99,99,99,99,99,100,99,Diff_contigs,100,99,99,99,99,99,99,98,99,146,99,99,146,99,99,99,99,99,99,99,99,99,99,100,99,99,100,99,99,99,99,99,99,99,99,99,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,84,99,103,98,Diff_contigs,Diff_contigs,103,103,99,101,103,103,Diff_contigs,99,99,99,103,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,NA,101,101,101,101,101,99,99,100,100,100,100,99,Diff_contigs,100,99,99,Diff_contigs,100,99,100,Diff_contigs,100,99,99,99,99,99,99,99,99,99,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Diff_contigs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,Diff_contigs,99,96
